id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt	Weights
152	1	0	0	0	4	0	0	0	0	0	1.5	30.0	0	0.33299999999999996	0.133	0	1	0	2.0	1.25	0.133	1	-1	0	0	0.466	0.133	0.6294429649167823
153	1	0	0	0	4	0	1	0	1	1	1.5	35.0	0	0.16699999999999998	0.5	0	0	0	1.5	6.25	0.083	0	-1	0	0	0.667	0.083	0.8390317612040569
154	1	0	1	1	2	0	1	0	1	0	2.0	40.2	1	0.16699999999999998	0.16699999999999998	1	0	0	1.5	15.0	0.017	1	-1	1	1	0.33399999999999996	0.017	0.6294429649167823
155	1	0	0	0	2	1	1	0	1	1	2.0	35.0	2	0.25	0.5	0	0	0	1.25	6.25	0.017	1	-1	2	0	0.75	0.017	1.6383383900657613
156	1	0	1	0	3	0	1	1	0	1	1.25	31.0	0	0.16699999999999998	0.5	0	0	0	1.5	25.0	0.017	1	-1	0	1	0.667	0.017	0.8390317612040569
157	1	0	0	0	2	1	1	1	0	0	1.5	55.0	0	0.25	0.5	0	0	1	1.4169999999999998	16.25	0.017	1	-1	0	0	0.75	0.017	1.5357835462624192
158	1	0	0	0	4	0	1	0	1	1	1.75	45.0	2	0.33299999999999996	0.5	1	0	0	1.5	1.375	0.017	1	-1	2	0	0.833	0.017	0.8390317612040569
159	1	0	0	0	2	1	1	1	0	0	1.5	30.0	1	0.5	1.0	0	0	0	2.0	9.0	0.017	1	-1	1	0	1.5	0.017	1.5357835462624192
160	1	0	0	0	2	0	1	1	0	0	1.5	30.0	1	0.5	0.017	0	1	0	1.5	8.0	0.017	0	-1	1	0	0.517	0.017	0.6294429649167823
161	1	0	0	1	1	0	0	1	1	0	1.5	52.5	0	0.16699999999999998	0.33299999999999996	0	1	1	1.5	50.0	0.017	1	-1	0	0	0.5	0.017	0.6294429649167823
162	1	0	1	0	1	1	1	1	0	1	2.0	25.0	1	0.11699999999999999	0.25	0	0	0	2.0	40.5	0.017	1	-1	1	1	0.36700000000000005	0.017	1.6383383900657613
163	1	0	0	0	4	0	1	0	0	0	1.0	35.0	0	0.33299999999999996	0.33299999999999996	0	0	0	1.75	0.625	0.017	1	-1	0	0	0.6659999999999999	0.017	0.6294429649167823
164	1	0	0	0	2	1	1	0	0	1	1.5	35.0	0	0.33299999999999996	0.75	0	0	0	0.75	15.0	0.017	1	-1	0	0	1.083	0.017	1.6383383900657613
165	1	0	0	0	4	1	1	0	0	1	1.5	35.0	1	0.2	0.25	0	0	0	1.8330000000000002	1.875	0.033	1	-1	1	0	0.45	0.033	1.6383383900657613
166	1	0	0	0	2	0	1	0	1	1	1.5	27.0	0	0.11699999999999999	0.5	0	0	0	1.5	12.5	0.083	0	-1	0	0	0.617	0.083	0.8390317612040569
167	1	0	0	1	3	1	1	0	1	1	1.5	52.0	1	0.33299999999999996	1.0	0	0	0	1.75	5.0	0.017	0	-1	1	0	1.3330000000000002	0.017	1.6383383900657613
168	1	0	1	0	4	1	0	1	1	0	2.5	30.0	0	0.083	0.25	1	0	0	3.0	5.0	0.0	1	-1	0	1	0.33299999999999996	0.0	1.5357835462624192
169	1	0	1	1	1	0	0	0	1	1	2.0	41.6	1	0.16699999999999998	0.083	0	1	0	1.5	35.0	0.033	0	-1	1	1	0.25	0.033	0.8390317612040569
170	1	0	0	0	2	0	0	1	1	0	1.75	40.0	1	0.16699999999999998	0.25	1	0	0	1.5	6.25	0.083	1	-1	1	0	0.41700000000000004	0.083	0.6294429649167823
171	1	0	0	0	2	0	0	1	1	0	1.083	30.0	1	0.5	0.25	0	0	0	1.5	31.25	0.017	0	-1	1	0	0.75	0.017	0.6294429649167823
172	1	0	1	0	2	1	0	0	1	1	1.5830000000000002	35.0	0	0.25	0.33299999999999996	0	0	0	2.0	8.75	0.16699999999999998	0	-1	0	1	0.583	0.16699999999999998	1.6383383900657613
173	1	0	0	0	1	0	1	1	0	1	2.0	50.0	0	0.25	0.33299999999999996	1	0	0	2.0	10.0	0.017	1	-1	0	0	0.583	0.017	0.8390317612040569
174	1	0	1	0	2	1	1	1	0	1	2.0	32.0	1	0.083	0.0	0	1	0	1.5	20.0	0.0	1	-1	1	1	0.083	0.0	1.6383383900657613
175	1	0	1	1	1	0	0	1	1	1	1.5830000000000002	36.2	0	0.16699999999999998	0.41700000000000004	1	0	0	1.3330000000000002	30.0	0.017	1	-1	0	1	0.584	0.017	0.8390317612040569
176	1	0	0	0	2	1	1	0	0	1	2.0	30.0	2	0.16699999999999998	0.25	1	0	0	2.0	10.0	0.25	0	-1	2	0	0.41700000000000004	0.25	1.6383383900657613
177	1	0	0	0	2	0	1	1	0	1	1.25	20.0	0	0.16699999999999998	0.5	1	0	0	1.5	8.75	0.083	1	-1	0	0	0.667	0.083	0.8390317612040569
178	1	0	0	0	3	0	0	1	1	0	1.5	28.0	1	0.33299999999999996	0.16699999999999998	0	1	0	1.75	4.0	0.033	1	-1	1	0	0.5	0.033	0.6294429649167823
179	1	0	1	0	5	0	1	0	0	1	1.5	36.2	0	0.16699999999999998	0.5	0	0	0	2.0	10.0	0.33299999999999996	0	-1	0	1	0.667	0.33299999999999996	0.8390317612040569
180	1	0	0	0	3	0	1	0	1	1	1.25	30.0	0	0.16699999999999998	0.5	1	0	0	2.0	3.333	0.083	1	-1	0	0	0.667	0.083	0.8390317612040569
181	1	0	1	0	1	1	1	1	0	1	1.75	27.0	2	0.33299999999999996	0.16699999999999998	1	0	0	2.0	50.0	0.017	1	-1	2	1	0.5	0.017	1.6383383900657613
182	1	0	0	0	5	0	1	0	0	1	2.0	50.0	2	0.25	0.25	0	0	0	2.0	2.0	0.0	1	-1	2	0	0.5	0.0	0.8390317612040569
183	1	0	0	0	2	1	0	1	0	0	1.3330000000000002	36.5	1	0.33299999999999996	0.33299999999999996	0	0	0	1.5	12.5	0.017	1	-1	1	0	0.6659999999999999	0.017	1.5357835462624192
184	1	0	0	0	2	0	0	1	0	0	1.5	20.0	1	0.11699999999999999	0.5	0	0	0	1.25	5.0	0.16699999999999998	1	-1	1	0	0.617	0.16699999999999998	0.6294429649167823
185	1	0	1	0	1	1	0	1	1	0	1.6669999999999998	52.0	0	0.25	0.16699999999999998	0	0	1	1.5	65.0	0.16699999999999998	1	-1	0	1	0.41700000000000004	0.16699999999999998	1.5357835462624192
186	1	0	0	1	2	0	0	1	1	0	1.75	45.0	1	0.33299999999999996	0.16699999999999998	0	1	0	1.75	9.0	0.16699999999999998	0	-1	1	0	0.5	0.16699999999999998	0.6294429649167823
187	1	0	0	0	2	0	1	0	1	1	1.5	35.0	1	0.25	0.33299999999999996	0	0	0	1.5	7.5	0.017	1	-1	1	0	0.583	0.017	0.8390317612040569
188	1	0	0	0	2	0	0	0	0	0	1.5	35.0	0	0.5	0.25	0	0	0	1.25	10.0	0.017	1	-1	0	0	0.75	0.017	0.6294429649167823
189	1	0	0	0	2	0	0	1	0	0	1.75	30.0	0	0.16699999999999998	0.5	0	0	0	2.25	17.5	0.16699999999999998	0	-1	0	0	0.667	0.16699999999999998	0.6294429649167823
190	1	0	1	0	3	0	0	1	0	1	1.5830000000000002	35.0	0	0.083	0.33299999999999996	0	0	0	1.75	14.667	0.083	1	-1	0	1	0.41600000000000004	0.083	0.8390317612040569
191	1	0	0	0	1	0	0	0	1	0	1.5	22.5	1	0.25	0.5	1	0	0	1.5	22.0	0.033	1	-1	1	0	0.75	0.033	0.6294429649167823
192	1	0	0	0	2	1	1	0	0	1	1.0	35.0	0	0.5	0.33299999999999996	0	0	0	1.5	20.0	0.033	1	-1	0	0	0.833	0.033	1.6383383900657613
194	1	0	1	1	4	0	0	0	1	0	2.0	23.0	1	0.16699999999999998	0.25	0	1	0	2.5	6.25	0.16699999999999998	0	-1	1	1	0.41700000000000004	0.16699999999999998	0.6294429649167823
195	1	0	0	1	2	0	0	1	1	1	1.5	25.0	1	0.33299999999999996	0.5	0	0	0	1.5	6.0	0.033	1	-1	1	0	0.833	0.033	0.8390317612040569
196	1	0	1	0	3	0	0	1	1	1	1.5	35.0	0	0.5	0.25	1	1	0	1.6669999999999998	11.667	0.083	0	-1	0	1	0.75	0.083	0.8390317612040569
197	1	0	0	0	2	1	0	1	1	0	1.0	37.0	1	0.667	0.25	0	0	0	1.5	11.0	0.033	1	-1	1	0	0.917	0.033	1.5357835462624192
198	1	0	0	0	2	0	0	0	0	1	1.25	40.0	0	0.16699999999999998	0.16699999999999998	1	0	0	1.3330000000000002	3.75	0.25	0	-1	0	0	0.33399999999999996	0.25	0.8390317612040569
200	1	0	1	1	1	0	0	0	1	0	1.5	35.0	0	0.16699999999999998	0.16699999999999998	1	0	0	2.0	25.0	0.017	1	-1	0	1	0.33399999999999996	0.017	0.6294429649167823
201	1	0	0	0	2	0	0	1	0	0	2.0	30.0	1	0.16699999999999998	0.16699999999999998	0	0	0	1.5	5.5	0.083	0	-1	1	0	0.33399999999999996	0.083	0.6294429649167823
202	1	0	0	0	5	1	0	1	0	0	1.5	35.0	0	0.133	0.25	1	0	0	1.5	1.5	0.16699999999999998	1	-1	0	0	0.38299999999999995	0.16699999999999998	1.5357835462624192
203	1	0	1	0	6	0	0	0	0	0	1.3330000000000002	50.0	1	0.25	0.25	0	0	0	2.0	4.167	0.16699999999999998	0	-1	1	1	0.5	0.16699999999999998	0.6294429649167823
204	1	0	0	0	2	0	0	0	0	0	2.167	50.0	1	0.41700000000000004	0.133	0	0	0	1.25	17.5	0.0	1	-1	1	0	0.55	0.0	0.6294429649167823
205	1	0	0	0	4	1	1	0	0	1	2.0	40.0	1	0.33299999999999996	0.5	0	0	0	1.5	0.75	0.083	1	-1	1	0	0.833	0.083	1.6383383900657613
206	1	0	0	0	5	0	0	1	1	0	2.5	30.0	1	0.25	0.5	0	0	0	2.0	10.0	0.083	1	-1	1	0	0.75	0.083	0.6294429649167823
207	1	0	0	0	2	0	1	0	0	0	1.0	30.0	1	0.16699999999999998	0.33299999999999996	0	0	0	1.5	12.5	0.083	0	-1	1	0	0.5	0.083	0.6294429649167823
208	1	0	1	0	3	0	0	1	1	1	1.5	35.0	2	0.16699999999999998	0.083	0	1	0	1.75	3.333	0.083	1	-1	2	1	0.25	0.083	0.8390317612040569
209	1	0	0	0	2	0	1	0	1	1	1.5	29.0	0	0.33299999999999996	0.16699999999999998	0	0	0	1.75	7.5	0.083	1	-1	0	0	0.5	0.083	0.8390317612040569
210	1	0	0	0	2	0	0	0	0	1	1.5	25.0	1	0.16699999999999998	0.083	0	1	0	1.5	15.0	0.16699999999999998	0	-1	1	0	0.25	0.16699999999999998	0.8390317612040569
211	1	0	0	0	3	1	1	0	0	0	1.25	40.0	0	0.33299999999999996	0.33299999999999996	0	0	0	1.25	8.333	0.033	1	-1	0	0	0.6659999999999999	0.033	1.5357835462624192
212	1	0	0	0	2	0	0	0	0	1	1.167	25.0	0	0.16699999999999998	0.16699999999999998	0	0	0	1.5	9.0	0.16699999999999998	1	-1	0	0	0.33399999999999996	0.16699999999999998	0.8390317612040569
213	1	0	1	1	4	0	0	1	1	1	1.5	26.0	0	0.16699999999999998	0.25	0	0	0	1.5	3.75	0.083	1	-1	0	1	0.41700000000000004	0.083	0.8390317612040569
214	1	0	1	1	2	0	0	1	1	0	1.6669999999999998	25.0	0	0.11699999999999999	0.16699999999999998	1	0	0	1.75	10.0	0.083	0	-1	0	1	0.284	0.083	0.6294429649167823
215	1	0	0	0	4	0	0	0	1	1	1.75	32.5	1	0.33299999999999996	0.41700000000000004	0	0	0	1.5830000000000002	3.125	0.0	1	-1	1	0	0.75	0.0	0.8390317612040569
216	1	0	0	1	3	0	1	0	1	0	1.75	30.0	1	0.16699999999999998	0.5	0	0	0	1.25	14.667	0.017	1	-1	1	0	0.667	0.017	0.6294429649167823
217	1	0	1	0	2	0	1	0	0	1	1.0	40.0	0	0.33299999999999996	0.16699999999999998	0	1	0	2.0	10.0	0.33299999999999996	0	-1	0	1	0.5	0.33299999999999996	0.8390317612040569
218	1	0	0	0	2	1	1	1	1	0	1.25	40.0	1	0.75	0.33299999999999996	0	0	0	2.0	33.75	0.017	1	-1	1	0	1.083	0.017	1.5357835462624192
219	1	0	1	0	5	0	1	0	0	1	2.0	35.0	2	0.083	0.33299999999999996	1	0	1	1.25	6.4	0.033	0	-1	2	1	0.41600000000000004	0.033	0.8390317612040569
220	1	0	1	0	6	0	1	0	0	1	2.0	30.0	1	0.16699999999999998	0.16699999999999998	0	0	0	1.5	2.083	0.16699999999999998	0	-1	1	1	0.33399999999999996	0.16699999999999998	0.8390317612040569
221	1	0	0	0	4	1	1	1	0	0	2.0	48.0	1	0.25	0.33299999999999996	0	0	1	1.8330000000000002	1.875	0.017	1	-1	1	0	0.583	0.017	1.5357835462624192
222	1	0	0	0	5	0	0	1	0	0	1.3330000000000002	26.5	1	0.16699999999999998	0.083	1	1	0	1.3330000000000002	4.2	0.16699999999999998	1	-1	1	0	0.25	0.16699999999999998	0.6294429649167823
223	1	0	1	0	3	0	0	0	1	0	1.5	35.7	1	0.16699999999999998	0.16699999999999998	1	0	0	2.0	16.667	0.017	1	-1	1	1	0.33399999999999996	0.017	0.6294429649167823
224	1	0	0	1	1	1	0	1	0	0	2.0	45.0	2	0.25	0.017	0	1	0	2.0	75.0	0.017	0	-1	2	0	0.267	0.017	1.5357835462624192
225	1	0	0	0	2	0	1	0	0	0	1.5	25.0	0	0.16699999999999998	0.33299999999999996	1	0	0	1.5	7.5	0.0	1	-1	0	0	0.5	0.0	0.6294429649167823
226	1	0	0	0	2	1	0	0	1	1	1.5	40.0	1	0.16699999999999998	0.33299999999999996	0	1	0	1.25	12.5	0.017	0	-1	1	0	0.5	0.017	1.6383383900657613
227	1	0	1	1	1	0	0	1	1	0	1.5	47.0	1	0.25	0.083	1	0	0	1.5	72.0	0.033	0	-1	1	1	0.33299999999999996	0.033	0.6294429649167823
228	1	0	0	0	2	1	1	1	0	0	2.0	52.0	1	0.16699999999999998	0.33299999999999996	0	0	0	1.5	9.0	0.017	1	-1	1	0	0.5	0.017	1.5357835462624192
229	1	0	0	0	2	0	1	0	0	0	2.0	45.0	0	0.25	0.33299999999999996	0	0	0	1.5	20.0	0.0	0	-1	0	0	0.583	0.0	0.6294429649167823
230	1	0	1	0	1	0	1	0	0	0	1.75	30.0	0	0.2	0.017	0	1	0	1.25	30.0	0.017	1	-1	0	1	0.217	0.017	0.6294429649167823
231	1	0	0	0	2	0	0	0	0	0	1.6669999999999998	38.0	1	0.33299999999999996	0.41700000000000004	0	0	0	1.3330000000000002	14.0	0.067	1	-1	1	0	0.75	0.067	0.6294429649167823
232	1	0	0	0	4	0	0	1	0	0	1.6669999999999998	40.0	1	0.16699999999999998	0.5	0	0	0	1.3330000000000002	17.5	0.0	1	-1	1	0	0.667	0.0	0.6294429649167823
233	1	0	0	0	2	1	0	1	1	0	1.75	27.0	0	0.083	0.25	0	0	0	1.5	6.25	0.33299999999999996	1	-1	0	0	0.33299999999999996	0.33299999999999996	1.5357835462624192
234	1	0	0	0	3	0	1	0	0	0	1.25	44.0	1	0.16699999999999998	0.33299999999999996	0	0	0	1.25	21.666999999999998	0.017	0	-1	1	0	0.5	0.017	0.6294429649167823
235	1	0	0	0	4	1	1	0	1	1	1.0	30.0	2	0.16699999999999998	0.083	0	1	0	1.5	6.25	0.017	1	-1	2	0	0.25	0.017	1.6383383900657613
